Country,Operator,License-Block,Asset,Start-up Year,Contract Expiry Date,Commerciality,[Data Values],Sum
Vietnam,Murphy Oil,"Block 15-1/05, VN","Lac Da Trang (White Camel), VN",2030,,Uncertain,Technical recoverable resources,
Vietnam,Murphy Oil,"Block 15-1/05, VN","Lac Da Trang (White Camel), VN",2030,,Uncertain,2P Reserves,
Vietnam,Murphy Oil,"Block 15-1/05, VN","Lac Da Trang (White Camel), VN",2030,,Uncertain,Discovered Resources,
Vietnam,Murphy Oil,"Block 15-1/05, VN","Lac Da Trang (White Camel), VN",2030,,Uncertain,Production,
Vietnam,Murphy Oil,"Block 15-1/05, VN","Lac Da Hong (Pink Camel), VN",2031,,Commercial,Original Gas In Place,0
Vietnam,Murphy Oil,"Block 15-1/05, VN","Lac Da Hong (Pink Camel), VN",2031,,Commercial,Field recovery factor,28
Vietnam,Murphy Oil,"Block 15-1/05, VN","Lac Da Hong (Pink Camel), VN",2031,,Commercial,Technical recoverable resources,27.862
Vietnam,Murphy Oil,"Block 15-1/05, VN","Lac Da Hong (Pink Camel), VN",2031,,Commercial,2P Reserves,
Vietnam,Murphy Oil,"Block 15-1/05, VN","Lac Da Hong (Pink Camel), VN",2031,,Commercial,Discovered Resources,27.84475
Vietnam,Murphy Oil,"Block 15-1/05, VN","Lac Da Hong (Pink Camel), VN",2031,,Commercial,Production,
Vietnam,Murphy Oil,"Block 15-1/05, VN","Lac Da Hong (Pink Camel), VN",2031,,Uncertain,Original Gas In Place,0
Vietnam,Murphy Oil,"Block 15-1/05, VN","Lac Da Hong (Pink Camel), VN",2031,,Uncertain,Field recovery factor,28
Vietnam,Murphy Oil,"Block 15-1/05, VN","Lac Da Hong (Pink Camel), VN",2031,,Uncertain,Technical recoverable resources,
Vietnam,Murphy Oil,"Block 15-1/05, VN","Lac Da Hong (Pink Camel), VN",2031,,Uncertain,2P Reserves,
Vietnam,Murphy Oil,"Block 15-1/05, VN","Lac Da Hong (Pink Camel), VN",2031,,Uncertain,Discovered Resources,27.84475
Vietnam,Murphy Oil,"Block 15-1/05, VN","Lac Da Hong (Pink Camel), VN",2031,,Uncertain,Production,
Vietnam,Murphy Oil,"Block 15-1/05, VN","Block 15-1/05, VN",2041,,Commercial,Original Gas In Place,0
Vietnam,Murphy Oil,"Block 15-1/05, VN","Block 15-1/05, VN",2041,,Commercial,Field recovery factor,
Vietnam,Murphy Oil,"Block 15-1/05, VN","Block 15-1/05, VN",2041,,Commercial,Technical recoverable resources,0.8807999
Vietnam,Murphy Oil,"Block 15-1/05, VN","Block 15-1/05, VN",2041,,Commercial,2P Reserves,
Vietnam,Murphy Oil,"Block 15-1/05, VN","Block 15-1/05, VN",2041,,Commercial,Discovered Resources,
Vietnam,Murphy Oil,"Block 15-1/05, VN","Block 15-1/05, VN",2041,,Commercial,Production,
Vietnam,Murphy Oil,"Block 15-1/05, VN","Block 15-1/05, VN",2041,,Uncertain,Original Gas In Place,0
Vietnam,Murphy Oil,"Block 15-1/05, VN","Block 15-1/05, VN",2041,,Uncertain,Field recovery factor,
Vietnam,Murphy Oil,"Block 15-1/05, VN","Block 15-1/05, VN",2041,,Uncertain,Technical recoverable resources,
Vietnam,Murphy Oil,"Block 15-1/05, VN","Block 15-1/05, VN",2041,,Uncertain,2P Reserves,
Vietnam,Murphy Oil,"Block 15-1/05, VN","Block 15-1/05, VN",2041,,Uncertain,Discovered Resources,
Vietnam,Murphy Oil,"Block 15-1/05, VN","Block 15-1/05, VN",2041,,Uncertain,Production,
Vietnam,Murphy Oil,"Block 15-2/17, VN","Hai Su Vang (Golden Sea Lion), VN",2032,,Commercial,Original Gas In Place,0
Vietnam,Murphy Oil,"Block 15-2/17, VN","Hai Su Vang (Golden Sea Lion), VN",2032,,Commercial,Field recovery factor,28
Vietnam,Murphy Oil,"Block 15-2/17, VN","Hai Su Vang (Golden Sea Lion), VN",2032,,Commercial,Technical recoverable resources,169.792
Vietnam,Murphy Oil,"Block 15-2/17, VN","Hai Su Vang (Golden Sea Lion), VN",2032,,Commercial,2P Reserves,
Vietnam,Murphy Oil,"Block 15-2/17, VN","Hai Su Vang (Golden Sea Lion), VN",2032,,Commercial,Discovered Resources,
Vietnam,Murphy Oil,"Block 15-2/17, VN","Hai Su Vang (Golden Sea Lion), VN",2032,,Commercial,Production,
Vietnam,Murphy Oil,"Block 15-2/17, VN","Hai Su Vang (Golden Sea Lion), VN",2032,,Uncertain,Original Gas In Place,0
Vietnam,Murphy Oil,"Block 15-2/17, VN","Hai Su Vang (Golden Sea Lion), VN",2032,,Uncertain,Field recovery factor,28
Vietnam,Murphy Oil,"Block 15-2/17, VN","Hai Su Vang (Golden Sea Lion), VN",2032,,Uncertain,Technical recoverable resources,
Vietnam,Murphy Oil,"Block 15-2/17, VN","Hai Su Vang (Golden Sea Lion), VN",2032,,Uncertain,2P Reserves,
Vietnam,Murphy Oil,"Block 15-2/17, VN","Hai Su Vang (Golden Sea Lion), VN",2032,,Uncertain,Discovered Resources,
Vietnam,Murphy Oil,"Block 15-2/17, VN","Hai Su Vang (Golden Sea Lion), VN",2032,,Uncertain,Production,
Vietnam,Murphy Oil,"Block 15-2/17, VN","Block 15-2/17, VN",2041,,Commercial,Original Gas In Place,0
Vietnam,Murphy Oil,"Block 15-2/17, VN","Block 15-2/17, VN",2041,,Commercial,Field recovery factor,
